project_name,project_created,project_id,folder_name,folder_id,file_name,file_id,file_bytes
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.ENSO.xml,1561660,10144
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.AtmosphereBSPI.xml,1561656,10296
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.WindStress.xml,1561648,12063
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.SnowCrab.xml,1561644,11446
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.SATStPaul.xml,1561640,11614
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.Echinoderms.xml,1561632,11385
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.WestPacific.xml,1561704,10868
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.ArcticOscillation.xml,1561654,9297
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.EastPacific.xml,1561419,10898
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.SAI.xml,1561741,10454
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.StrongWinds.xml,1561729,10769
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.NSWind.xml,1561721,11688
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.PacificOceanPerch.xml,1561696,12024
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.MaySST.xml,1561692,10320
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.Zooplankton.xml,1561751,8905
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.PNA.xml,1561739,10969
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.TrawlHours.xml,1561731,9887
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.PDO.xml,1561723,10409
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.SummerBotTemp.xml,1561702,10653
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.Pollock.xml,1561698,12078
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.AleutianLow.xml,1561682,9514
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.Jellyfish.xml,1561666,10722
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.Diversity_final.xml,1561658,10130
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.SockeyeSalmon.xml,1561425,11846
0207 Detecting change in the Bering Sea ecosystem,2016-01-22 01:04:07.265,366592,Files,366593,NPRB.2002.07.NorthPacific.xml,1561421,10908
0208 Environmental cues for herring spawning,2016-01-22 01:05:36.009,368695,Files,368696,NPRB.2002.08.Spawns_Prespawning_herring.zip,1561009,2030815
0208 Environmental cues for herring spawning,2016-01-22 01:05:36.009,368695,Files,368696,NPRB.2002.08.Spawning of herring in NBBTojo and Kruse.xml,1561038,19390
0208 Environmental cues for herring spawning,2016-01-22 01:05:36.009,368695,Files,368696,NPRB.2002.08.SBESprespawningEnvironmentTojo and Kruse.xml,1561015,18323
0208 Environmental cues for herring spawning,2016-01-22 01:05:36.009,368695,Files,368696,NPRB.2002.08.SEBSprespawningEnvironment.zip,1561007,35841401
0208 Environmental cues for herring spawning,2016-01-22 01:05:36.009,368695,Files,368696,NPRB.2002.08.Herring_migration.zip,1561005,44766695
0208 Environmental cues for herring spawning,2016-01-22 01:05:36.009,368695,Files,368696,NPRB.2002.08.Migration of herring in SBESTojo and Kruse.xml,1561013,18819
0209 Two species of rougheye rockfishes in the northern Gulf of Alaska,2016-01-22 01:04:50.219,367610,Files,367611,NPRB.2002.09.Twospecies.zip,1561849,28479
0209 Two species of rougheye rockfishes in the northern Gulf of Alaska,2016-01-22 01:04:50.219,367610,Files,367611,NPRB.2002.09.Rougheyedist.xml,1561847,25638
0209 Two species of rougheye rockfishes in the northern Gulf of Alaska,2016-01-22 01:04:50.219,367610,Files,367611,NPRB.2002.09.Rougheyedist.zip,1561853,60055
0209 Two species of rougheye rockfishes in the northern Gulf of Alaska,2016-01-22 01:04:50.219,367610,Files,367611,NPRB.2002.09.RE_Phenotype.zip,1561843,24727
0209 Two species of rougheye rockfishes in the northern Gulf of Alaska,2016-01-22 01:04:50.219,367610,Files,367611,NPRB.2002.09.RE_Phenotype.xml,1561851,32279
0209 Two species of rougheye rockfishes in the northern Gulf of Alaska,2016-01-22 01:04:50.219,367610,Files,367611,NPRB.2002.09.Twospecies.xml,1561845,26617
0211 Sinking particles/pelagic food webs in the SE Bering Sea,2016-01-22 01:04:17.603,366876,Files,366877,NPRB.2002.11.zip,1560447,18240
0211 Sinking particles/pelagic food webs in the SE Bering Sea,2016-01-22 01:04:17.603,366876,Files,366877,NPRB.2002.11.xml,1560443,8957
0301 Evaluation of emergent structure in low-relief benthic habitats as a criterion for defining the essential fish habitat of juvenile North Pacific flatfishes ,2016-01-22 01:04:49.357,367581,Files,367582,NPRB.2003.01.Age-0_Northern_Rock_Sole.xml,1618231,23705
0301 Evaluation of emergent structure in low-relief benthic habitats as a criterion for defining the essential fish habitat of juvenile North Pacific flatfishes ,2016-01-22 01:04:49.357,367581,Files,367582,NPRB.2003.01.Age-0_Northern_Rock_Sole.zip,1618235,355195
"0303 North Pacific Anadromous Fish Commission Cooperative Research: Use of genetic stock identification to determine the distribution, migration, early marine survival, and relative stock abundance of sockeye and chum salmon in the Bering Sea",2016-01-22 01:04:16.687,366835,Files,366836,NPRB.2003.03.zip,1653284,1182181
"0303 North Pacific Anadromous Fish Commission Cooperative Research: Use of genetic stock identification to determine the distribution, migration, early marine survival, and relative stock abundance of sockeye and chum salmon in the Bering Sea",2016-01-22 01:04:16.687,366835,Files,366836,NPRB.2003.03.xml,1653288,29219
0304 Deep sea coral distribution and habitat in the Aleutian Archipelago ,2016-01-22 01:04:54.843,367700,Files,367701,NPRB.2003.04.Coral_Modeling.xml,1617780,31937
0304 Deep sea coral distribution and habitat in the Aleutian Archipelago ,2016-01-22 01:04:54.843,367700,Files,367701,NPRB.2003.04.Coral_Modeling.zip,1617782,9054752
0305 Monitoring and modeling predator-prey relationships ,2016-01-22 01:04:46.728,367529,Files,367530,NPRB.2003.05.xml,1617984,19500
0305 Monitoring and modeling predator-prey relationships ,2016-01-22 01:04:46.728,367529,Files,367530,NPRB.2003.05.zip,1617986,1776030
"0306 Species identity and life history of Hematodinium, the causative agent of bitter crab syndrome in Northeast Pacific snow (opilio) and Tanner (bairdi) crabs",2016-01-22 01:04:55.739,367731,Files,367732,NPRB.2003.06.Hematodinium.xml,1659285,48013
"0306 Species identity and life history of Hematodinium, the causative agent of bitter crab syndrome in Northeast Pacific snow (opilio) and Tanner (bairdi) crabs",2016-01-22 01:04:55.739,367731,Files,367732,NPRB.2003.06.Hematodinium.zip,1659274,78514
0307 Bering Sea right whales: ongoing research and public outreach,2016-01-22 01:04:47.430,367545,Files,367546,NPRB.2003.03-2005.19.Hildebrand&Munger.zip,1618237,10226
0307 Bering Sea right whales: ongoing research and public outreach,2016-01-22 01:04:47.430,367545,Files,367546,NPRB.2003.03-2005.19.Hildebrand&Munger.xml,1618241,10819
0308 Forage fishes in the western Gulf of Alaska: variation in productivity ,2016-01-22 01:04:56.700,367766,Files,367767,NPRB_R0308_metadata_updated_mtw_phys.xml,1618333,16703
0308 Forage fishes in the western Gulf of Alaska: variation in productivity ,2016-01-22 01:04:56.700,367766,Files,367767,NPRB.2003.08.Part1.zip,1618256,7405404
0308 Forage fishes in the western Gulf of Alaska: variation in productivity ,2016-01-22 01:04:56.700,367766,Files,367767,NPRB_R0308_metadata_updated_mtw_bio.xml,1618260,258845
0308 Forage fishes in the western Gulf of Alaska: variation in productivity ,2016-01-22 01:04:56.700,367766,Files,367767,NPRB.2003.08.Part1.xml,1618331,121667
0308 Forage fishes in the western Gulf of Alaska: variation in productivity ,2016-01-22 01:04:56.700,367766,Files,367767,NPRB_R0308_metadata_updated_mtw_bio.zip,1618258,4764587
0312 Ice seal bio-monitoring in the Bering-Chukchi Sea region,2016-01-22 01:05:24.399,368471,Files,368472,NPRB.2003.12.Ice seal diet dataset.xml,1663941,8629
0312 Ice seal bio-monitoring in the Bering-Chukchi Sea region,2016-01-22 01:05:24.399,368471,Files,368472,NPRB.2003.12.Reproductive and morphological measurments dataset.xml,1663975,8822
0312 Ice seal bio-monitoring in the Bering-Chukchi Sea region,2016-01-22 01:05:24.399,368471,Files,368472,NPRB.2003.12.zip,1663943,25543
0312 Ice seal bio-monitoring in the Bering-Chukchi Sea region,2016-01-22 01:05:24.399,368471,Files,368472,NPRB.2003.12.Ice seal contaminants dataset.xml,1663939,8724
0312 Ice seal bio-monitoring in the Bering-Chukchi Sea region,2016-01-22 01:05:24.399,368471,Files,368472,NPRB.2003.12.Ice seal diet dataset.zip,45048240,8869
0312 Ice seal bio-monitoring in the Bering-Chukchi Sea region,2016-01-22 01:05:24.399,368471,Files,368472,NPRB.2003.12.Ice seal contaminants dataset.zip,45048239,9357
0312 Ice seal bio-monitoring in the Bering-Chukchi Sea region,2016-01-22 01:05:24.399,368471,Files,368472,NPRB.2003.12.Reproductive and morphological measurments dataset.zip,45048241,9758
0313 Effects of prey availability and predation risk on the foraging ecology and demography of harbor seals in Prince William Sound: development and test of a dynamic state variable model,2016-01-22 01:04:46.012,367511,Files,367512,NPRB.2003.13.FishDistribution.zip,1617965,37686
0313 Effects of prey availability and predation risk on the foraging ecology and demography of harbor seals in Prince William Sound: development and test of a dynamic state variable model,2016-01-22 01:04:46.012,367511,Files,367512,NPRB.2003.13.FishDistribution.xml,1617961,17093
0313 Effects of prey availability and predation risk on the foraging ecology and demography of harbor seals in Prince William Sound: development and test of a dynamic state variable model,2016-01-22 01:04:46.012,367511,Files,367512,NPRB.2003.13.seals_time_at_depth-AF26JUL.xml,1617881,36787
0313 Effects of prey availability and predation risk on the foraging ecology and demography of harbor seals in Prince William Sound: development and test of a dynamic state variable model,2016-01-22 01:04:46.012,367511,Files,367512,NPRB.2003.13.seals_time_at_depth-AF26JUL.zip,1617967,238036382
0314 Thermal habitat preferences of Pacific halibut and the potential influence of hydrographic variability on a local coastal fishery,2016-01-22 01:04:45.287,367492,Files,367493,NPRB.2003.14.Loher.zip,1659137,3979386
0314 Thermal habitat preferences of Pacific halibut and the potential influence of hydrographic variability on a local coastal fishery,2016-01-22 01:04:45.287,367492,Files,367493,NPRB.2003.14.Loher.xml,1659135,24471
"0316 Essential fish habitat for blue king crab, Phase 1: Development of cultivation techniques for blue king crab larvae ",2016-01-22 01:05:26.470,368508,Files,368509,Project 316 metadata.xml,1663990,10361
0317 Pre-season forecast of Bristol Bay sockeye salmon migration timing based on oceanographic and biological variables ,2016-01-22 01:08:35.201,372207,Files,372208,NPRB.2003.17.xml,1724657,13178
0317 Pre-season forecast of Bristol Bay sockeye salmon migration timing based on oceanographic and biological variables ,2016-01-22 01:08:35.201,372207,Files,372208,NPRB.2003.17.zip,1724655,20193
"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleutian Islands, and Western Gulf of Alaska regions",2016-01-22 01:04:01.837,366461,Files,366462,NPRB.2003.18.King_Cove_Photos.zip,1618176,1508982935
"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleutian Islands, and Western Gulf of Alaska regions",2016-01-22 01:04:01.837,366461,Files,366462,NPRB.2003.18.Akutan_Photos.zip,1618172,469837484
"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleutian Islands, and Western Gulf of Alaska regions",2016-01-22 01:04:01.837,366461,Files,366462,NPRB.2003.18.Unalaska_Photos.zip,1618195,3116073781
"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleutian Islands, and Western Gulf of Alaska regions",2016-01-22 01:04:01.837,366461,Files,366462,NPRB.2003.18.Kodiak_Photos.xml,1618162,13080
"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleutian Islands, and Western Gulf of Alaska regions",2016-01-22 01:04:01.837,366461,Files,366462,NPRB.2003.18.King_Cove_Photos.xml,1618174,13137
"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleutian Islands, and Western Gulf of Alaska regions",2016-01-22 01:04:01.837,366461,Files,366462,NPRB.2003.18.Akutan_Photos.xml,1618170,13102
"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleutian Islands, and Western Gulf of Alaska regions",2016-01-22 01:04:01.837,366461,Files,366462,NPRB.2003.18.Unalaska_Photos.xml,1618166,13398
"0318 Pilot project for development of comprehensive baseline commercial fishing community engagement and dependency profiles for the Bering Sea, Aleutian Islands, and Western Gulf of Alaska regions",2016-01-22 01:04:01.837,366461,Files,366462,NPRB.2003.18.Kodiak_Photos.zip,1618168,1099745502
0320 Regime forcing and ecosystem response in the Bering Sea (ReFER): Phase II,2016-01-22 01:04:43.943,367463,Files,367464,NPRB.2003.20.Kitaysky.zip,1659133,1104683
0320 Regime forcing and ecosystem response in the Bering Sea (ReFER): Phase II,2016-01-22 01:04:43.943,367463,Files,367464,NPRB.2003.20.Kitaysky.xml,1659131,124771
"0321 Evaluation of alternative hypotheses to explain the collapse of the Kvichak sockeye salmon: a project to catalyze a comprehensive, hypotheses-driven research program",2016-01-22 01:05:22.091,368419,Files,368420,NPRB.2003.21.xml,1663912,12566
"0321 Evaluation of alternative hypotheses to explain the collapse of the Kvichak sockeye salmon: a project to catalyze a comprehensive, hypotheses-driven research program",2016-01-22 01:05:22.091,368419,Files,368420,NPRB.2003.21.zip,1663924,126870
0324 Bering Sea wintering grounds of beluga whales,2016-01-22 01:05:22.866,368437,Files,368438,NPRB.2003.24.xml,1617980,13807
0324 Bering Sea wintering grounds of beluga whales,2016-01-22 01:05:22.866,368437,Files,368438,NPRB.2003.24.zip,1617976,91175
"0327 Early marine ecology of juvenile chum salmon in Kuskokwim Bay, Alaska",2016-01-22 01:04:02.390,366467,Files,366468,NPRB.2003.27.Chum_salmon_diet.zip,1618220,53433
"0327 Early marine ecology of juvenile chum salmon in Kuskokwim Bay, Alaska",2016-01-22 01:04:02.390,366467,Files,366468,NPRB.2003.27.Chum_salmon_diet.xml,1618218,11715
0401 Survey strategies for assessment of Bering Sea forage species,2016-01-22 01:04:41.530,367389,Files,367390,NPRB.2004.01.Churnside.xml,1655098,14460
0401 Survey strategies for assessment of Bering Sea forage species,2016-01-22 01:04:41.530,367389,Files,367390,NPRB.2004.01.Churnside.zip,1659048,1387819164
0401 Survey strategies for assessment of Bering Sea forage species,2016-01-22 01:04:41.530,367389,Files,367390,NPRB.2004.01.ParkerStetter.xml,1659044,9041
0401 Survey strategies for assessment of Bering Sea forage species,2016-01-22 01:04:41.530,367389,Files,367390,NPRB.2004.01.ParkerStetter.zip,1659046,9561348482
"0407 Kelp-grazer interactions in Kachemak Bay, Alaska: grazing activity, chemical defenses and resource allocation",2016-01-22 01:05:23.728,368460,Files,368461,NPRB.2004.07.Iken.xml,1663935,31641
0409 Integration of marine bird and mammal observations with the Pacific continuous plankton recorder (CPR) program: temporal variability in ecosystem structure across three basins,2016-01-22 01:04:40.768,367367,Files,367368,NPRB.2004.09.cpr_marine_bird_mammal.xml,1654354,27498
0411 Investigations into dietary specialization of killer whales in the Bering Sea and Aleutian Islands,2016-01-22 01:04:36.588,367266,Files,367267,NPRB.2004.11.Wade.zip,1653363,434160
0411 Investigations into dietary specialization of killer whales in the Bering Sea and Aleutian Islands,2016-01-22 01:04:36.588,367266,Files,367267,NPRB.2004.11.Wade.xml,1653359,58890
0413 Tufted puffins as biological indicators of forage fish availability in the western Gulf of Alaska,2016-01-22 01:04:37.273,367282,Files,367283,NPRB.2004.13.xml,1653383,55115
0413 Tufted puffins as biological indicators of forage fish availability in the western Gulf of Alaska,2016-01-22 01:04:37.273,367282,Files,367283,NPRB.2004.13.zip,1653367,102573
0415 Investigations of a skate nursery area in the eastern Bering Sea,2016-01-22 01:04:37.985,367301,Files,367302,NPRB.2004.15.Hoff_skate_nursery.xml,1653385,49389
0415 Investigations of a skate nursery area in the eastern Bering Sea,2016-01-22 01:04:37.985,367301,Files,367302,NPRB.2004.15.Hoff_skate_nursery.zip,1653392,95963
0416 Determining the ecological value of habitat to juvenile rockfish in the Aleutian Islands,2016-01-22 01:05:36.686,368705,Files,368706,NPRB.2004.16.Juvenile_POP_habitats.xml,1664053,42136
0416 Determining the ecological value of habitat to juvenile rockfish in the Aleutian Islands,2016-01-22 01:05:36.686,368705,Files,368706,NPRB.2004.16.Juvenile_POP_habitats.zip,1664055,3017106
0416 Determining the ecological value of habitat to juvenile rockfish in the Aleutian Islands,2016-01-22 01:05:36.686,368705,Files,368706,NPRB.2004.16.Mapping.xml,1664049,13319
0416 Determining the ecological value of habitat to juvenile rockfish in the Aleutian Islands,2016-01-22 01:05:36.686,368705,Files,368706,NPRB.2004.16.Mapping.zip,1664057,43478176
"0417 Reproductive ecology of Atka mackerel, Pleurogrammus monopterygius, in Alaska",2016-01-22 01:05:37.481,368723,Files,368724,NPRB.2004.17.Atka_makerel.zip,1664070,41422960
"0417 Reproductive ecology of Atka mackerel, Pleurogrammus monopterygius, in Alaska",2016-01-22 01:05:37.481,368723,Files,368724,NPRB.2004.17.Atka_makerel.xml,1664059,49409
0419 Modeling of multispecies groundfish interactions in the eastern Bering Sea,2016-01-22 01:04:03.679,366501,Files,366502,NPRB.2004.19.MSVPA_input.zip,1632797,727330
0419 Modeling of multispecies groundfish interactions in the eastern Bering Sea,2016-01-22 01:04:03.679,366501,Files,366502,NPRB.2004.19.MSVPA_output.zip,1632829,1903596
0419 Modeling of multispecies groundfish interactions in the eastern Bering Sea,2016-01-22 01:04:03.679,366501,Files,366502,NPRB.2004.19.MSVPA_code.zip,1632825,290288
0419 Modeling of multispecies groundfish interactions in the eastern Bering Sea,2016-01-22 01:04:03.679,366501,Files,366502,NPRB.2004.19.MSVPA_code.xml,1632793,13737
0419 Modeling of multispecies groundfish interactions in the eastern Bering Sea,2016-01-22 01:04:03.679,366501,Files,366502,NPRB.2004.19.MSVPA_input.xml,1632827,14248
0419 Modeling of multispecies groundfish interactions in the eastern Bering Sea,2016-01-22 01:04:03.679,366501,Files,366502,NPRB.2004.19.MSVPA_output.xml,1632799,14519
"0421 Identification of polybrominated diphenyl ethers (PBDEs) in sediments and biota in a pristine southeast Alaska watershed and near a municipal waste landfill in Juneau, Alaska",2016-01-22 01:05:25.141,368487,Files,368488,NPRB.2004.21.PBDE.xml,1663979,26665
0422 Ecological implications of fisheries-based economical development in Nelson Lagoon: Steller's Eider critical habitat,2016-01-22 01:04:34.635,367225,Files,367226,NPRB.2004.22.zip,1653349,21039
0422 Ecological implications of fisheries-based economical development in Nelson Lagoon: Steller's Eider critical habitat,2016-01-22 01:04:34.635,367225,Files,367226,NPRB.2004.22.xml,1653345,12242
0501 Harbor seal vital rates,2016-01-22 01:04:20.083,366927,Files,366928,NPRB.2005.01.PWS_harbor_seal_resights.xml,1544656,21473
0501 Harbor seal vital rates,2016-01-22 01:04:20.083,366927,Files,366928,NPRB.2005.01.PWS_harbor_seal_resights.zip,1544652,345930
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.Beaufort Sea Zooplankton 1971 (WEBSEC).xml,1535006,42600
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.Carbon Assimilation Arctic Ocean 1968-1973 and 1975.zip,1534994,151715
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.Arctic non copepod zooplankton T3 Ice Island 1966 and 1967.xml,1535088,43715
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.chlorophyll Arctic Ocean 1968-1973 and 1975.zip,1535002,556413
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.Arctic copepods T-3 Ice Island 1966-1969.zip,1534998,1673216
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.Arctic non copepod zooplankton T3 Ice Island 1966 and 1967.zip,1534990,233158
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.Beaufort Sea Zooplankton 1971 (WEBSEC).zip,1535004,134304
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.chlorophyll Arctic Ocean 1968-1973 and 1975.xml,1535000,15725
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.Carbon Assimilation Arctic Ocean 1968-1973 and 1975.xml,1534992,19340
0503 Arctic Ocean synthesis,2016-01-22 01:05:38.341,368744,Files,368745,NPRB.2005.03.Arctic copepods T-3 Ice Island 1966-1969.xml,1535090,33026
0504 Analysis of ongoing salmon programs,2016-01-22 01:05:25.843,368500,Files,368501,NPRB.2005.04.zip,1553018,23362848
0504 Analysis of ongoing salmon programs,2016-01-22 01:05:25.843,368500,Files,368501,NPRB.2005.04.xml,1553217,12701
0505 EBS walleye pollock: a spatially explicit model,2016-01-22 01:04:31.907,367158,Files,367159,NPRB.2005.05.walleye_pollock.xml,1653329,26856
0505 EBS walleye pollock: a spatially explicit model,2016-01-22 01:04:31.907,367158,Files,367159,NPRB.2005.05.walleye_pollock.zip,1653320,89913
0506 Pollock tagging mortality,2016-01-22 01:04:32.577,367174,Files,367175,NPRB.2005.06.xml,1552884,28072
0506 Pollock tagging mortality,2016-01-22 01:04:32.577,367174,Files,367175,NPRB.2005.06.zip,1552880,22552
"0507 Essential habitat for Pribilof Island Blue King Crab, phase 2",2016-01-22 01:05:39.240,368768,Files,368769,NPRB.2005.07.BKC_507-Study 2_ hatch timing and length.xml,1544666,14083
"0507 Essential habitat for Pribilof Island Blue King Crab, phase 2",2016-01-22 01:05:39.240,368768,Files,368769,NPRB.2005.07.BKC_507-Study 1_embryo development.xml,1544682,16886
"0507 Essential habitat for Pribilof Island Blue King Crab, phase 2",2016-01-22 01:05:39.240,368768,Files,368769,NPRB.2005.07.BKC_507-Study 3_ larval competency.xml,1544684,13803
0508 Female reproductive output of snow crab in eastern Bering Sea,2016-01-22 01:04:33.201,367186,Files,367187,NPRB.2005.08.opilio1978to2007.zip,1544711,25579265
0508 Female reproductive output of snow crab in eastern Bering Sea,2016-01-22 01:04:33.201,367186,Files,367187,NPRB.2005.08.opilio1978to2007.xml,1544688,37874
0509 Retrospective analysis of Kodiak Red King Crab,2016-01-22 01:04:53.403,367665,Files,367666,NPRB_METADATA_Proj 509 stock-recruit.xml,1544824,10888
0509 Retrospective analysis of Kodiak Red King Crab,2016-01-22 01:04:53.403,367665,Files,367666,NPRB.2005.09.abundance model_.xml,1544822,12746
0509 Retrospective analysis of Kodiak Red King Crab,2016-01-22 01:04:53.403,367665,Files,367666,NPRB.2005.09.abundance model.xml,1544978,22162
0509 Retrospective analysis of Kodiak Red King Crab,2016-01-22 01:04:53.403,367665,Files,367666,NPRB_METADATA_Proj 509-harvest data.xml,1544826,12904
0510 Skate life history and demography,2016-01-22 01:04:30.335,367136,Files,367137,NPRB.2005.10.zip,1552904,348266
0510 Skate life history and demography,2016-01-22 01:04:30.335,367136,Files,367137,NPRB.2005.10.xml,1552886,32330
0511 Spiny dogfish in Alaska,2016-01-22 01:03:59.659,366383,Files,366384,NPRB.2005.11.dogfish_Age.zip,1560201,44919
0511 Spiny dogfish in Alaska,2016-01-22 01:03:59.659,366383,Files,366384,NPRB.2005.11.dogfish_CPUE.zip,1560195,42036
0511 Spiny dogfish in Alaska,2016-01-22 01:03:59.659,366383,Files,366384,NPRB.2005.11.dogfish_Age.xml,1560205,11247
